Drug_ID,Month,Sales,LoE_Flag,Competitors_Entered,Marketing_Spend,Price,Inventory_Level,Regional_Factor,Economic_Conditions,Distribution_Costs,Physician_Access,Generic_Adoption_Rate,Hospital_Partnerships,Adherence_Rate
1,24,848.5152775,0,0,123.8226471,22.90203057,878.9358359,0.636621331,1.083564399,13.29229965,0.837208115,0.419780856,1,0.960121696
1,25,1002.393181,0,0,175.3790737,41.93180716,719.9711446,1.201966877,1.118317068,18.35008013,0.870396125,0.375582953,1,0.831542237
1,26,1087.191399,0,0,218.0065338,23.1261067,324.0332934,1.481840888,1.135573401,17.90606927,0.800201088,0.038834734,2,0.738118154
1,27,1156.038014,0,0,103.9552569,34.91561903,268.277972,0.551681721,1.012541853,13.10952682,1.109943921,0.726091334,4,0.99086106
1,28,1012.8551,0,0,228.648776,11.64270067,519.0567212,0.933520738,1.097617057,8.76290791,0.747466939,0.080872967,0,0.90654997
1,29,845.117132,0,0,73.46832252,17.31463988,947.6911979,1.138270594,1.006678503,14.85666993,0.948538319,0.730039317,2,0.774319297
1,30,965.6870936,0,0,138.9931697,40.31384442,211.5147909,0.616072641,0.818401057,5.610932035,1.284368467,0.703657859,3,0.705148331
1,31,1069.909238,0,0,136.5760803,28.58695252,719.8189461,0.548058924,1.179658293,18.30020581,0.808714899,0.01530454,2,0.850940878
1,32,1059.989663,0,0,264.1224603,36.34774526,330.3475417,0.570568747,1.056967711,5.397669658,1.068620465,0.940230241,3,0.816450978
1,33,938.4866322,0,0,186.4041973,47.65859235,508.8821102,1.461190564,1.162140257,7.936867022,0.655489041,0.100778001,1,0.71168894
1,34,1211.131764,0,0,204.5634711,23.4621686,724.5781083,0.885396621,1.072645468,10.10936854,0.808555623,0.496037454,1,0.90902115
1,35,1089.959988,0,0,233.767761,42.13923722,425.6276581,0.677439544,1.100245901,17.10252109,1.392404114,0.412617677,1,0.775004935
1,36,1030.729952,0,0,195.1360031,44.68466429,649.4933537,0.73859686,1.071937912,16.09863141,0.790588922,0.377728886,0,0.851575712
1,37,947.6811906,0,0,273.8808071,25.56806715,208.6701212,1.405381976,0.836514671,9.789704564,1.360049574,0.950607147,2,0.847907697
1,38,1094.914299,0,0,70.8211028,13.66816589,681.9527407,1.053703052,0.885091158,19.19291814,1.22503684,0.113464602,4,0.848326091
1,39,1007.580456,0,0,160.3826253,45.50816731,480.73201,0.617067016,0.857196673,16.42265948,1.094574451,0.101122676,4,0.766772925
1,40,932.2838288,0,0,149.1629005,45.67587635,317.2838574,1.013326169,0.893291229,13.71958126,1.290510818,0.880359969,0,0.984174573
1,41,928.1555779,0,0,244.286729,32.33616999,539.3776074,1.406354385,0.844478993,12.38937656,0.609082916,0.468660642,1,0.922292158
1,42,978.6552848,0,0,241.7987133,42.91161408,795.3693256,1.181039427,0.895002589,11.00334339,0.982171913,0.082891322,0,0.767078752
1,43,1006.965266,0,0,298.241199,12.95186259,643.0834275,1.469302536,1.009239138,14.44097957,1.156598951,0.454541065,4,0.909077517
1,44,1098.350431,0,0,146.0504578,39.48402823,932.2034733,1.458702407,0.823145559,10.91782698,0.685404853,0.335660065,1,0.756436348
1,45,787.6104276,0,0,195.914028,13.10938548,979.5158461,1.486210744,1.079264686,13.0414455,0.847622093,0.81379502,3,0.781287293
1,46,947.4244978,0,0,83.29628131,13.04801518,952.4254617,0.916639058,1.032465048,18.78764828,0.666198736,0.876661486,2,0.713565601
1,47,992.6388884,0,0,252.6383327,49.49104517,320.3335129,1.094130715,0.952356343,19.54871597,1.273695139,0.838328705,1,0.71104656
1,48,971.7778811,0,0,83.4630297,10.54687859,260.2872483,1.191714397,1.01373851,16.24866124,1.330532602,0.585149532,4,0.983429719
1,49,954.9934529,0,0,162.6360338,15.16637661,963.2408218,1.106174634,0.891457122,15.07551027,1.094502592,0.358162718,1,0.849449556
1,50,1062.284993,0,0,169.0526742,43.2548596,446.2217918,1.316385735,1.187189506,6.32612335,1.233454272,0.589955897,4,0.886092865
1,51,903.5076539,0,0,84.0928689,10.58178663,480.470047,1.089917687,0.956897618,11.56212383,1.323326956,0.348255467,0,0.935095904
1,52,1068.605146,0,0,149.1356956,34.88346801,889.890967,1.449520624,0.858829392,18.89881438,0.993693034,0.258244388,4,0.994009773
1,53,793.25579,0,0,208.3502136,19.60582475,260.6906625,0.628879722,0.851218336,7.278540403,0.711061738,0.640874745,3,0.803700185
1,54,991.087996,0,0,274.1971025,28.95846561,734.0461908,0.672319871,0.876915608,5.613029244,0.73514805,0.278590339,4,0.709541404
1,55,1168.292646,0,0,138.9978711,45.76869052,302.9987186,0.830099513,0.928633106,6.384358793,0.984916315,0.687784717,2,0.97626172
1,56,1238.163679,0,0,65.26948996,21.07510593,844.9610238,1.24825969,0.873808408,8.14023985,0.896377682,0.484522985,1,0.927986623
1,57,1178.072944,0,0,65.58534063,15.90956368,306.4935429,1.187165505,1.137776269,16.24424348,0.624377722,0.867214981,2,0.81914915
1,58,1025.247979,0,0,76.21729163,39.49620824,345.8271028,1.063965092,1.136283994,6.338064931,1.028268451,0.233216412,4,0.878077736
1,59,1105.5331,0,0,174.6105497,13.47681152,629.6852335,1.086841118,1.09817579,11.47489319,0.702064242,0.283775906,3,0.893775172
1,60,1065.363426,0,0,192.6945762,24.24386904,989.212199,1.105774819,0.894890717,6.526737089,0.722287311,0.245957728,3,0.955245255
1,61,1017.396633,0,0,279.3489033,10.21200026,980.0537304,0.990748779,1.089158439,17.3129221,1.174765817,0.535036732,1,0.783993728
1,62,1090.787195,0,0,242.3732333,17.48174994,458.9433891,0.925436439,1.003044151,8.636145986,0.69186946,0.610620042,4,0.851831187
1,63,980.2037031,0,0,198.4707744,24.76921926,563.4143778,1.048603118,1.019568792,8.025956935,1.147657238,0.087868111,4,0.70081327
1,64,1047.682809,0,0,79.17401604,28.92664804,684.8815048,1.29428945,0.8426797,17.7609119,1.19677962,0.408518293,4,0.919260243
1,65,1008.658979,0,0,193.6182783,43.67315107,311.8179013,1.295267312,0.880650928,7.454839143,0.731412638,0.81457472,2,0.890127569
1,66,984.4322765,0,0,276.9665326,22.64786329,670.6453406,1.182982063,0.980779441,15.70673682,1.319733956,0.624101544,0,0.924282814
1,67,841.9748063,0,0,274.8936433,25.35564885,634.8422889,1.406472111,1.049695198,6.753470611,1.351865699,0.627708053,1,0.741781622
1,68,1001.605342,0,0,248.5062973,34.80291024,626.7688736,1.393892583,1.115438884,7.275123196,0.849377654,0.24848914,0,0.71005973
1,69,1150.977131,0,0,269.1914092,23.68326995,857.0058437,0.610631737,1.138580917,6.912329935,0.917829832,0.797295366,4,0.845907245
1,70,1040.203448,0,0,152.2387943,40.87527922,209.7624579,1.098442701,1.026203339,15.74268612,1.079223492,0.826798828,1,0.802757277
1,71,959.3055766,0,0,121.9824041,34.59801053,929.4819271,0.639116194,0.840317841,8.840232978,1.180876469,0.592962905,3,0.869539955
1,72,854.7795957,0,0,224.162706,46.89997525,765.7909075,0.652539043,1.030515344,14.1007257,0.939304537,0.736444236,0,0.977670554
1,73,901.039518,0,0,296.2102997,43.55592346,299.730145,1.420841883,1.147958545,12.78257086,1.073020349,0.399002704,0,0.923274896
1,74,987.421308,0,0,101.3949521,41.51159555,682.9772254,0.6142673,0.965801834,17.95277211,1.338368185,0.465700122,2,0.921250374
1,75,849.7234982,0,0,163.109879,15.63428082,341.1095892,0.998367773,0.96757018,18.72268852,0.889915119,0.58058835,1,0.703928337
1,76,973.9264835,0,0,215.884343,17.12143867,968.856254,0.648662728,0.965849649,6.280245021,1.397499401,0.50219501,0,0.792981078
1,77,863.7296396,0,0,249.9455055,23.97547996,574.5854628,1.124975987,0.951090379,17.5484722,1.069962883,0.294044679,2,0.83598665
1,78,808.874632,0,0,181.0975673,27.63050988,520.6104487,1.059640331,0.862096098,7.728921957,1.289428497,0.946115462,1,0.781223402
1,79,888.9424155,0,0,56.34658892,16.24610389,772.7777831,1.158923942,0.810838397,8.329582429,0.784859837,0.671892744,4,0.878514694
1,80,1175.227044,0,0,134.8178115,32.77774071,909.968386,1.056721585,1.088325239,17.07972451,1.390983026,0.603197402,2,0.988794796
1,81,830.6733825,0,0,71.73125374,35.329631,788.7236906,1.348128095,0.849110756,18.14666114,1.114340451,0.703946135,0,0.945233069
1,82,909.9467115,0,0,135.4543379,20.37693734,503.7539265,1.090294943,0.907225456,14.36223362,0.927529322,0.552047181,1,0.958320406
1,83,964.4967672,0,0,191.444155,49.41469249,576.8523622,0.682107139,0.993911347,12.68686484,1.193349555,0.698845853,0,0.777366306
1,84,1025.747323,0,0,84.83901852,43.39720947,987.5217446,1.025690182,0.868671714,9.084609898,0.614712541,0.914298807,4,0.944516329
1,85,924.036062,0,0,151.312022,29.89859576,776.1620653,0.60657873,0.856007415,8.95525704,0.813198715,0.732184578,1,0.880155058
1,86,999.664913,0,0,216.2591686,17.01485114,931.5295567,0.918770525,0.953255411,12.78376558,0.637572773,0.166283369,2,0.755311276
1,87,1014.720783,0,0,67.06242634,43.48315963,549.7547171,1.415513677,1.088613144,14.15607001,1.359445438,0.396649373,4,0.845126483
1,88,977.7458528,0,0,117.4778056,31.59371116,329.6111023,1.34152966,1.13856314,19.32854469,0.723737713,0.623332551,1,0.731979476
1,89,1017.984542,0,0,173.8728291,37.53609586,547.8618709,0.746402033,1.127640927,16.99123818,1.155757177,0.272145137,1,0.730928124
1,90,966.5147728,0,0,128.6491392,42.29721007,969.6790286,1.290013559,1.076224093,12.81951001,0.669364169,0.958170793,2,0.919667466
1,91,1055.979045,0,0,223.0691411,43.96782606,399.7344071,0.989424964,0.888483777,19.81502012,1.355247472,0.039426811,1,0.876479127
1,92,1108.078073,0,0,299.8383749,32.23226326,578.5680945,0.812854857,0.848209032,15.96535507,0.754079222,0.115282021,2,0.983279947
1,93,1112.906944,0,0,261.1373496,22.76401893,863.1323793,0.537007635,1.038507951,8.450132559,0.696453509,0.076953202,4,0.85907954
1,94,991.9584226,0,0,160.2580404,26.17941799,657.9422075,1.303976979,1.015360596,14.92482763,1.190284614,0.52016811,4,0.884758956
1,95,1008.228399,0,0,284.7669246,41.95132943,998.3472884,0.850711815,1.106875316,11.0289637,0.983900496,0.627505463,3,0.995225041
1,96,1106.548038,0,0,242.0683535,26.71067129,537.0856018,1.237582302,0.895510858,6.657111697,0.883697726,0.287238992,3,0.914665995
1,97,840.8685504,0,0,277.5847755,11.80402709,287.5740789,0.891630141,0.849775023,19.34623546,1.238391458,0.258982652,3,0.825274233
1,98,1063.663148,0,0,269.7795769,47.78928089,573.921209,1.113411389,0.866813578,19.86752939,0.785337361,0.942731774,4,0.949192755
